3160	[8.0, 5.0, 7.61661361916e-05, 0.00328962128747, 0.00504661550358, 0.294027700179, 3067.5314175]	5.56269749039
1991	[18.0, 7.0, 0.000170580458802, 0.00367652948575, 0.0104287716314, 0.314196832579, 10072.1520004]	4.56230606341
595	[12.0, 9.0, 0.000134832631036, 0.00626684237328, 0.00609612269511, 0.309883162364, 7407.56511053]	4.06095510951
1724	[8.0, 10.0, 6.34571281199e-05, 0.00426789559769, 0.0056772917242, 0.299344370266, 5359.08994349]	4.0504420284
3866	[8.0, 7.0, 5.82417204825e-05, 0.00429750160964, 0.00619287119626, 0.300929966593, 3867.10120376]	3.93613152244
556	[10.0, 58.0, 8.06342791857e-05, 0.0515675138735, 0.00505184872526, 0.349921259843, 75070.0262295]	3.85919839852
469	[16.0, 8.0, 0.000115421630295, 0.00565967122506, 0.0114317456327, 0.317993893907, 10052.5368159]	3.85785067264
834	[13.0, 8.0, 7.11570754251e-05, 0.00546105826197, 0.0151101464192, 0.316384002025, 8035.17385591]	3.735530846
1950	[10.0, 7.0, 9.41885395549e-05, 0.00543599949024, 0.00838775080684, 0.312625062531, 4964.63609554]	3.66961738778
71	[11.0, 10.0, 0.000101040493883, 0.00561526521187, 0.00573522285013, 0.310701634454, 7319.63971267]	3.62201784576
233	[9.0, 14.0, 9.63401639727e-05, 0.0107313166926, 0.00422372352403, 0.312879404218, 8552.52262959]	3.60964531093
1922	[9.0, 9.0, 7.75775355252e-05, 0.0062292896748, 0.00859269753285, 0.311272297108, 5685.39887167]	3.54652984924
3391	[12.0, 13.0, 0.000116833832046, 0.00986735030226, 0.00612517923616, 0.314919215143, 10141.6522534]	3.52850163522
3397	[13.0, 7.0, 0.000118887447882, 0.00463670201447, 0.0112822797122, 0.313359867122, 6870.32991081]	3.47916459339
600	[8.0, 6.0, 7.65297392628e-05, 0.00389578528978, 0.00755713642213, 0.303275705187, 3647.65748936]	3.43763740317
599	[12.0, 11.0, 0.000132226620961, 0.00739207328358, 0.00690619637394, 0.315217048643, 9217.66141945]	3.42776092902
1115	[11.0, 14.0, 9.63341097211e-05, 0.00961925982125, 0.00732814480744, 0.315924170616, 10799.094889]	3.32807068173
3901	[11.0, 16.0, 0.00010792050286, 0.00964442452322, 0.00570112173801, 0.316734771453, 12050.2186297]	3.30592771659
1134	[13.0, 6.0, 0.000161797002133, 0.00414550522259, 0.00559724071827, 0.305630272649, 6303.43426288]	3.26177077334
2117	[11.0, 14.0, 8.29806400492e-05, 0.00864875494426, 0.0156748289298, 0.322631646877, 12017.1602797]	3.25495622042
169	[6.0, 11.0, 7.99261451292e-05, 0.00562474543134, 0.00350021144777, 0.295365255664, 4579.7180793]	3.25287776321
620	[14.0, 3.0, 0.000119253861749, 0.00231807426339, 0.00783282166992, 0.301656258485, 4681.21626468]	3.25229519459
3700	[17.0, 16.0, 0.000125789947483, 0.0110450199586, 0.0150761267597, 0.330250685339, 19589.3455387]	3.24687062288
2142	[10.0, 15.0, 7.92450506052e-05, 0.00956111927417, 0.00606559778025, 0.314513085053, 11136.1352279]	3.24063150581
2632	[18.0, 49.0, 0.00017356476918, 0.0404622316447, 0.0126415715277, 0.348287993312, 74228.8922812]	3.22445172902
2780	[14.0, 6.0, 0.000106241869142, 0.00267293344077, 0.0135843517217, 0.313212629996, 7078.89230197]	3.22101433345
3662	[12.0, 7.0, 0.000119449231243, 0.00548581197696, 0.0136529969028, 0.316684613923, 6493.21614618]	3.18399891336
3478	[6.0, 11.0, 6.81608303556e-05, 0.00740013106536, 0.00339248955866, 0.301029624277, 4854.2707484]	3.17979333651
2348	[13.0, 15.0, 0.000109960407792, 0.0113356862133, 0.00962120292595, 0.324769390672, 12756.1586335]	3.16341665729
1298	[13.0, 65.0, 0.00012219330102, 0.0595743181561, 0.0101409316587, 0.353246661485, 95489.2920703]	3.13220039103
3824	[11.0, 1.0, 8.9776302926e-05, 0.000406779986123, 0.00782874097679, 0.290432206344, 2354.21068692]	3.10644225849
3665	[12.0, 10.0, 0.000111697642553, 0.00708859708551, 0.0074911854042, 0.311369227416, 7831.20561939]	3.10346677435
2196	[11.0, 13.0, 9.80916173047e-05, 0.00923074167878, 0.00781419031051, 0.318186157518, 9697.80767442]	3.10099033748
3480	[6.0, 9.0, 5.42971055626e-05, 0.00547917768333, 0.0063960419435, 0.297855227882, 3977.02931479]	3.07253966003
3445	[10.0, 10.0, 6.95821001718e-05, 0.00912428194489, 0.00784184696314, 0.313300955663, 6735.66024085]	3.06370568897
