0	3.31899349207e-05
1	5.97593891001e-07
2	2.1706411767e-07
3	6.56524831144e-07
4	2.17390851471e-07
5	1.17652515605e-06
6	2.11041832366e-07
7	2.56728449954e-05
8	2.135947151e-07
9	2.20396506137e-06
10	7.64228012359e-07
11	2.04506525433e-07
12	2.04506525433e-07
13	1.09555930996e-06
14	2.24011689674e-07
15	2.04506525433e-07
16	2.55326976729e-07
17	2.21298738401e-07
18	2.04506525433e-07
19	2.24921553287e-07
20	2.23851469202e-07
21	2.59502809237e-05
22	1.02990866236e-06
23	2.26190590877e-07
24	2.42111891555e-07
25	2.08131826985e-06
26	2.32266773283e-06
27	3.78848812452e-07
28	2.21194797625e-07
29	2.86195066617e-07
30	9.5579770741e-07
31	1.44542091713e-06
32	2.11208769322e-07
33	2.05774635148e-07
34	4.03963256171e-06
35	2.05857557765e-07
36	2.29270263261e-07
37	2.04506525433e-07
38	7.15468917288e-07
39	4.80070749284e-07
40	1.77606577247e-06
41	2.36015598047e-07
42	2.05774635148e-07
43	2.04506525433e-07
44	2.1158598752e-07
45	7.66165555509e-07
46	2.10028296459e-07
47	2.06723098832e-07
48	4.75924005941e-07
49	2.08335593223e-07
50	4.39705642193e-07
51	2.33191081211e-07
52	2.05799179152e-07
53	9.23837094811e-07
54	2.47518488859e-07
55	9.91003653323e-07
56	2.63499492634e-05
57	4.14467940537e-07
58	0.00058909160423
59	5.11373837757e-07
60	7.32509690745e-07
61	2.07192977653e-07
62	1.04027775971e-06
63	4.06128445424e-07
64	2.5893620545e-07
65	5.98538644945e-07
66	1.26600623209e-06
67	2.66575988335e-05
68	2.15386425949e-07
69	5.93564522056e-07
70	2.05832689653e-07
71	2.07176408459e-07
72	7.24621551032e-07
73	2.46298179143e-07
74	2.04506525433e-07
75	9.41780161761e-07
76	2.1875724061e-07
77	2.36208409496e-07
78	2.15155295653e-07
79	4.97406741875e-07
80	5.75642017545e-07
81	2.29515314297e-07
82	8.872325009e-07
83	2.33191081211e-07
84	4.37321872233e-07
85	6.15063532271e-07
86	2.11389301191e-07
87	2.53421452177e-05
88	7.71684923402e-07
89	2.13696144521e-07
90	2.05782452098e-07
91	2.135947151e-07
92	2.54857691831e-07
93	2.14016287754e-07
94	4.24813368128e-07
95	2.1102609469e-07
96	4.0408716609e-07
97	2.0710871712e-07
98	1.85553649145e-06
99	2.20695677776e-07
100	2.62450158426e-07
101	2.47628681252e-07
102	2.11356496103e-07
103	2.50839837237e-05
104	1.42721197401e-06
105	6.33958274878e-07
106	3.96926674684e-07
107	0.000174009785656
108	4.01261438737e-07
109	1.90725529194e-06
110	2.09748060788e-07
111	2.22355244261e-07
112	2.07177230994e-07
113	1.49346801748e-06
114	2.04506525433e-07
115	2.31976138038e-07
116	2.26706035328e-07
117	3.86606530543e-07
118	1.25312646092e-06
119	2.05055373325e-06
120	2.42047742832e-05
121	7.3469331499e-07
122	2.62595656491e-05
123	8.27925517714e-07
124	2.18478192678e-07
125	2.43561089197e-05
126	3.86329079067e-07
127	4.04588295147e-07
128	1.53522037998e-06
129	5.46592957641e-07
130	6.0197536158e-07
131	2.12608370671e-07
132	6.30301973811e-07
133	6.63288752505e-07
134	9.97894724627e-07
135	2.26813269189e-07
136	0.00389379473733
137	2.24975001442e-07
138	2.05892654323e-07
139	2.26641450792e-07
140	2.18562131145e-07
141	1.0599505506e-06
142	1.99660262189e-06
143	2.19227736054e-07
144	2.23980223014e-07
145	2.05782452098e-07
146	2.45395139001e-05
147	2.11041832366e-07
148	6.57460036126e-07
149	2.22475202431e-07
