0	3.31771110916e-05
1	5.97472495462e-07
2	2.16953534232e-07
3	6.56401892995e-07
4	2.17280820198e-07
5	1.17640734697e-06
6	2.10935354035e-07
7	2.56726605951e-05
8	2.13486580231e-07
9	2.20379054283e-06
10	7.64112472439e-07
11	2.04404317955e-07
12	2.04404317955e-07
13	1.09541635766e-06
14	2.23896477722e-07
15	2.04404317955e-07
16	2.55215778869e-07
17	2.21185323151e-07
18	2.04404317955e-07
19	2.24805914571e-07
20	2.23736394609e-07
21	2.59500408279e-05
22	1.02979346951e-06
23	2.26074503098e-07
24	2.41994983919e-07
25	2.08113334971e-06
26	2.322479449e-06
27	3.78740774722e-07
28	2.2108146933e-07
29	2.86079608118e-07
30	9.55674003987e-07
31	1.44528944926e-06
32	2.1110214606e-07
33	2.05671606488e-07
34	4.03902303665e-06
35	2.05754459073e-07
36	2.29158772187e-07
37	2.04404317955e-07
38	7.15356497781e-07
39	4.79950611606e-07
40	1.77590830274e-06
41	2.35892487621e-07
42	2.05671606488e-07
43	2.04404317955e-07
44	2.11479039128e-07
45	7.66048391874e-07
46	2.09922503612e-07
47	2.06620057587e-07
48	4.75797652367e-07
49	2.08230901139e-07
50	4.39590377116e-07
51	2.33082773055e-07
52	2.05696129641e-07
53	9.23702823391e-07
54	2.47407792373e-07
55	9.90877802168e-07
56	2.63496931808e-05
57	4.14350813553e-07
58	0.000589078930617
59	5.11248986089e-07
60	7.32396803553e-07
61	2.0708900305e-07
62	1.0401430582e-06
63	4.0601908407e-07
64	2.58718091399e-07
65	5.98422393734e-07
66	1.26588224215e-06
67	2.66573433537e-05
68	2.15277106585e-07
69	5.93450008719e-07
70	2.0572961188e-07
71	2.07072492479e-07
72	7.24489542297e-07
73	2.46186744906e-07
74	2.04404317955e-07
75	9.41659279436e-07
76	2.18652713003e-07
77	2.36100969986e-07
78	2.15046105723e-07
79	4.97287726955e-07
80	5.75513715907e-07
81	2.29410624642e-07
82	8.87090265301e-07
83	2.33082773055e-07
84	4.37205995919e-07
85	6.14945106224e-07
86	2.11282608244e-07
87	2.53419684383e-05
88	7.71560503124e-07
89	2.13587923239e-07
90	2.05679416892e-07
91	2.13486580231e-07
92	2.54736070558e-07
93	2.13907789118e-07
94	4.24689423286e-07
95	2.10919629566e-07
96	4.03976179375e-07
97	2.0700481151e-07
98	1.85536993739e-06
99	2.20582875506e-07
100	2.62334874303e-07
101	2.47509001678e-07
102	2.11249831049e-07
103	2.50838022055e-05
104	1.42706747009e-06
105	6.33838063899e-07
106	3.96816458353e-07
107	0.000172478193184
108	4.01146685223e-07
109	1.90710280567e-06
110	2.09642425709e-07
111	2.22241188813e-07
112	2.0707326663e-07
113	1.49331308588e-06
114	2.04404317955e-07
115	2.31855692056e-07
116	2.26589047444e-07
117	3.86498510712e-07
118	1.25297966456e-06
119	2.05026687097e-06
120	2.42046108772e-05
121	7.34577192694e-07
122	2.62593258898e-05
123	8.27800062886e-07
124	2.18372938662e-07
125	2.43559438574e-05
126	3.86220138095e-07
127	4.0447084302e-07
128	1.53507840361e-06
129	5.46483712331e-07
130	6.01855702572e-07
131	2.12500818708e-07
132	6.30180634316e-07
133	6.63165196685e-07
134	9.97767266043e-07
135	2.26702685704e-07
136	0.00389378754
137	2.24859232238e-07
138	2.05789525151e-07
139	2.26531708238e-07
140	2.18450528906e-07
141	1.0598129232e-06
142	1.99644391896e-06
143	2.19115921349e-07
144	2.23865041104e-07
145	2.05679416892e-07
146	2.45393421323e-05
147	2.10935354035e-07
148	6.57333790846e-07
149	2.22361041401e-07
150	4.287195376e-07
151	2.12807481213e-07
152	3.64988573551e-07
153	2.14623475044e-07
154	2.05703848263e-07
155	2.07072974191e-07
156	2.45682033422e-05
157	2.07025767687e-07
158	1.17026067749e-06
159	4.28204703784e-07
160	2.07783055589e-07
161	1.95248181232e-06
162	2.14153918754e-07
163	2.28852747919e-07
164	3.70111407381e-07
165	5.86914232902e-07
166	2.10837470922e-07
167	2.12412526397e-07
168	7.38664536967e-07
169	2.57351865205e-05
170	1.83465772912e-06
171	5.39278539413e-06
172	1.12179719988e-06
173	4.89598741277e-07
174	2.08341378337e-07
175	2.4200093988e-07
176	4.92399970861e-07
177	2.17880613803e-07
178	5.97386671133e-07
179	2.06938991305e-07
180	2.57153186351e-07
181	2.17280820198e-07
182	2.06955327239e-07
183	2.08489263749e-07
184	4.13157040471e-07
185	1.5006349597e-06
186	1.67979985401e-06
187	2.424961285e-07
188	1.99025310871e-06
189	2.58718091399e-07
190	2.09785859433e-07
191	2.13801222625e-07
192	2.09650911575e-07
193	2.09626689914e-07
194	2.50696500023e-07
195	2.15046105723e-07
196	5.53424398288e-07
197	4.08922892662e-07
198	3.39143795145e-07
199	1.51126493103e-06
200	2.07720766309e-06
201	2.08350666343e-07
202	2.14909141366e-07
203	2.20393218689e-06
204	4.41159981104e-07
205	2.05696129641e-07
206	2.15987550899e-07
207	5.32240053511e-07
208	4.29455052855e-07
209	2.04404317955e-07
210	2.04404317955e-07
211	1.19184664872e-06
212	9.66876713539e-07
213	2.61481921313e-05
214	2.26505098927e-07
215	2.04404317955e-07
216	2.05722773717e-07
217	4.1177182354e-07
218	2.15046105723e-07
219	2.10903407915e-07
220	2.08587297884e-07
221	7.29993397096e-07
222	4.30024796881e-07
223	1.22633688451e-06
224	1.5124859098e-06
225	2.1659505102e-07
226	2.22494189029e-07
227	2.23253491703e-07
228	2.09866449437e-07
229	2.43435686616e-07
230	2.150840091e-07
231	8.21394053309e-07
232	1.18634609158e-06
233	2.05671606488e-07
234	2.17178646148e-07
235	6.8449827651e-07
236	1.71749684183e-06
237	2.33082773055e-07
